Column1,name,username,verified,followers,description
468,Pau (elli/they) @ Supernatural Brainrot,pixiegrade,FALSE,214,• 24 • Biologia • Elli • Elle • They • NB • Bi • @Tsumikiss_💙 • MDNI • 1312 •
708,Cross Reference,Cross_Reference,FALSE,213,"Historian, Cyclist, Musician, Friend, Potential. Foreign-born. RT's are not endorsements. Difficult not to feel a little bit disappointed, and passed over..."
1207,alex,m0d4lsoul,FALSE,213,Potterball Enthusiast.
3083,Godfrey,AnotherGodfrey,FALSE,213,"Yorkshire boy in the South, Managing Director at @hpft_nhs , food and music obsessive. Views my own."
1316,alex,m0d4lsoul,FALSE,213,Potterball Enthusiast.
3129,Maggie,MammaTrev,FALSE,212,Mum. Quaker. Gardener. Survivor. Green yes. She/her
3554,Holly Egan,dreamsofamedic,FALSE,212,4th Year Medical Student | Future Clinical Oncologist | President of Preston Oncology Society | Founder of KARKINOS | Instagram: @dreamsofamedic
2708,Ó hAtháirne 🇮🇪 🇵🇸,OhAthairne,FALSE,212,☭ Marxist 🔨 Islington Irish 🇮🇪 #FreePalestine https://t.co/FkiXAkIKTd #BLM✊🏾 #AFC #RefugeesWelcome https://t.co/QURbqUubXP
426,kat,cherrrychapstck,FALSE,212,ballerina
56,𝓝𝓪𝓻𝓬𝓲𝓼𝓼𝓮,nxrcisse,FALSE,211,"Eat dirt and die, trash.
Call me the plot cause i’m getting thicc."
271,Hafiz Hussein,gib77,FALSE,211,Cardiologist. #CHIP #CTO #PCI #Cardiacimaging Foodie (in reverse order!). Views are my own. :)
624,DanielJC,DJC2108,FALSE,211,406
402,Lily Baldwin,lilyrosesilver,FALSE,211,
38,Broly,BilaalHussain3,FALSE,210,To Him You Belong And To Him You Shall Return. 24
2633,Amy.Reader 💙,AmyNurse2020,FALSE,210,🌺 Life is for Living ☀ Registered Adult Nurse 👩🏼‍⚕️💉💙🌈 Views - all my own!
3531,Sachin Mehta 💙,SachMehta,FALSE,210,"Cardiothoracic Intensivist & Anaesthetist. Interested in Heart+Lung Transplant, ECMO, Echo, Regional Anaesthesia & Med Ed. LFC fan. Reluctant golfer."
1377,Nathan O'Mhuircheartaigh,Nathan_Murtagh,FALSE,209,I shouldn't have stopped for that haircut. Sorry.
2204,RIP Sherrice Iverson🙏🏾,ebonymulan,FALSE,209,04.09.17🌹🙏🏾 | 🇬🇭| Womanist.
2748,Aish👑👑,aishhamalik,FALSE,209,
1986,@lofidelica,lofidelica,FALSE,208,"Cultural researcher in book publishing; mostly using Twitter for bookmarking, shitposting and keeping up with The Discourse"
2647,Liz,Liz_487,FALSE,208,💙NHS worker • 🎗Endometriosis fighter • 👾Pokémon GO 🖤 Muse • 🌱 Veggie
2671,Glynis Walsh 💙,Glynis_Walsh,FALSE,208,"Dreaming of a peaceful future for our beautiful planet.
will block trolls, bots and anyone who supports war or killing animals for fun."
2470,Retepkram 💙,Retepkram1,FALSE,208,
2898,Kia,kiapicanto97,FALSE,208,PA-R/ Mum / Molecular Biology grad
3267,dt,eeteed,FALSE,208,
254,damla is #teammilkchocolate #fryesweep,cdamlaaa,FALSE,206,"queer, middle eastern and really really anxious"
1523,mazzy,mazb4by,FALSE,206,🇪🇹🇮🇳 she/her
1517,charli🪴,ckaty0,FALSE,206,the main character
1703,rachel jane,rrxchz,FALSE,206,🧷 twenny four she/her 🌎🌱
2142,Milena Jakičević,MileMilenica,FALSE,205,"Development Editor @ELTNGLEurope
Brought up on books, pasta and Balkan tunes. Immigrant loud & proud 🇮🇹🇷🇸🇲🇪🇧🇦
She/her"
720,Milena Jakičević,MileMilenica,FALSE,205,"Development Editor @ELTNGLEurope
Brought up on books, pasta and Balkan tunes. Immigrant loud & proud 🇮🇹🇷🇸🇲🇪🇧🇦
She/her"
1290,NARQUOTIX🏴󠁧󠁢󠁳󠁣󠁴󠁿,NARQUOTIX,FALSE,205,"Experience tells me I like going fast, or going sideways. I don't like going into bins, bus stops and telephone poles."
429,Gam 🌹,gamztweet,FALSE,204,
1824,K 🇯🇲🇩🇲🇨🇼,Kharv38,FALSE,204,O Rei | House Head
3377,Carol Watson,260LG42,FALSE,204,
312,Tish.,LaetitiaAls,FALSE,204,🇨🇩
297,Sarah Burton,sj_burton,FALSE,203,Early childhood; children's rights and health; play; children's books; knowledge exchange; open education and online learning and lots else.
2220,shiuli,shiulixxx,FALSE,203,Shambolic
2854,إدريس,Idris_Sabn,FALSE,202,
539,SIOBAN COPPINGER,SiobanCopp,FALSE,202,SCULPTURE ETCHINGS & DRAWINGS
2049,Stergios Magkriotis,stergios_magk,FALSE,202,"PhD in sociology candidate, University of Edinburgh. Researching
dynamics of displacement, everyday life, food practices. & a photographer. All typos my own"
605,Laine Sweeney 🕷️ #BlackLivesMatter,footy_fan1999,FALSE,201,"“Count your age by friends, not years. Count your life by smiles, not tears.” - John Lennon"
3273,IG: T.O.L.U.W.A.L.O.P.E_,tee1stt,FALSE,200,Follow me on instagram ‘t.o.l.u.w.a.l.o.p.e_’
2350,Ayesha Shafaq #BMABallotReady,AyeshaShafaqCh,FALSE,200,"Doctor 🩺 | Chair BMA West Midlands RJDC 2022-2023 | @Doctors_Vote |  Member WMRC
 | Msc @QMUL | MD @WVUMedSchool #Oman Medical College | All views my own"
1231,Lizard King,justababeygm,FALSE,200,y know • 🇿🇼
524,Amy 🌈 naughty little socialist pleb,Brickhouse2k3,FALSE,200,"Socialist, film lover, idealist and Roller Derby enthusiast. I also knit."
1707,aoife⁷ !!,pipersope,FALSE,200,defending boy with luv online isnt enough anymore. i need a gun. she/her | irish
210,OOMF DOOM,unseriousperson,FALSE,199,Yeah I know that Descovy was fake but I still took it cuz I'm a gremlin 🏳️‍🌈
1718,Mark Ritchie,SkyPunkSamurai,FALSE,199,
2984,Niki Barton 💛💙❤️,Niki_Barton,FALSE,199,Humanitarian. Feminist. Charity communicator. Cake baker. Bellydancer. Very tired middle-aged mother. Views are mine. Retweet or follow is not endorsement.
3289,gettinganoldITUnurse,JantyMilloy,FALSE,199,
422,h u s n a ☽,husna_cx,FALSE,199,22☁︎
1425,brennan,brennanrhys1,FALSE,199,hold your fuckin’ ponies my homie
659,Mark Ritchie,SkyPunkSamurai,FALSE,199,
2443,"Rose Nylund, a murderess",RidetheMaverik,FALSE,199,"May your marinara sauce never cling to your pasta!

Openly black
🇬🇧🇯🇲🇺🇸

Law & Order Special Victims University
Olivia Benson ass degree"
864,Jack attack,justjackt3,FALSE,198,"He/Him, Scottish, 🏳️‍🌈 support the strikes, fuck the tories"
2377,🏴󠁧󠁢󠁷󠁬󠁳󠁿 Rich John 🏴󠁧󠁢󠁷󠁬󠁳󠁿,theboyrichjohn,FALSE,198,"Just an average bloke who prefers the indoors.
Trying to be as eco-friendly as possible."
3404,Lisa 💙,Dr_L_B,FALSE,197,Consultant Psychiatrist for Older Adults passionate about meeting the needs of those with dementia and all mental health problems in later life - tweets mine 😊
2784,Lalarose20,Laurarose2403,FALSE,197,🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇱🇨 blood polluter #BringBackShame
3541,Liz Petch,liz_petch,FALSE,195,
460,Saio,saiogradin,FALSE,195,"Learning, action, prefiguration"
182,•••,shaahzaadii,FALSE,194,| 25 | Pashtun | she/they | a hater | book stan | booktwt @shahzadireads |
1594,Rosie Jones,rokatjo,FALSE,194,X-ray person & professional spot the difference player. Occasional doodler.
1323,Kirstin,kirsteenio,FALSE,194,
3415,Tara O'Cleirigh,tara_ocleirigh,FALSE,194,/ 21
3367,JayR,_JulienJr,FALSE,194,#FilmFoodFashion🎦🍱🧥#MaySeeMeOnAnAd🖥️ #NoLolz2023
610,Sarah,Sarebobzz,FALSE,193,📍gaillimh | she/her 💖
2358,John-Luke (He/Him),joncoolhandluke,FALSE,192,"caseworker @SaferRentingCH

Follow for typos and grammatical errors"
2882,christine woodcock🇺🇦 🍃💚🍃,chrisywo,FALSE,192,
389,christine woodcock🇺🇦 🍃💚🍃,chrisywo,FALSE,192,
2911,Julie Connolly💙,ConmcjJulie,FALSE,192,Professional sharing and personal tweeting. My own views and thoughts.
3127,Nick Ireland,cllrnickireland,FALSE,192,"Leader of the Opposition on Dorset Council. 
Liberal Democrat Councillor for Crossways Ward. 
Pro-European."
235,Leon,leonht6,FALSE,191,citeh
1133,juicy,lucythomson_14,FALSE,191,insta - lucythomsong
2582,Diane Thomas,candtdct,FALSE,191,
1457,harry riedl,harryriedl,FALSE,191,International Man of Mystery
537,Bamboozled*Intersticial,Talk_isSocial,FALSE,191,Replace dominating relations 'tween things: fetishized violent mechanical money production; with new democratic reasonable human relations needs production
2763,Miranda,sortofscot,FALSE,190,"RN,writer,sports portrait painter😊Solidarity with Ukraine🇺🇦♥️ Independence for Scotland🏴󠁧󠁢󠁳󠁣󠁴󠁿 support🌈🏳️‍⚧️she/her. DM me for an artwork"
3565,mehnaz🌙,mxhnxzz,FALSE,190,She/Her. MD. Clinical Fellow in General Surgery. Full Of Opinions.🌹
1759,Alisha Jaffer | ROSC n’ roll 🤟🏽,ajaffs,FALSE,190,"MS4 across the pond 

will bring you snacks before theatre

prev: research/OR dj @sunnybrook &
steering committee @starsurgUK

views = mine.
#BLM"
1044,尺ㄖ乃,robbuhler,FALSE,190,hev yer gotta loight buh
3054,Karen Senior 💙,senior_karen,FALSE,190,"Warden of Lay Ministry Rochester Diocese, Granny of 7, mum of 4, wife of 1, following THE one. Views expressed here all mine......"
353,DrLaraCope,drlaracope,FALSE,189,🦴ortho Reg + 👶🏼🐶🐶Mummy + Coach / passionate about the well-being of healthcare professionals ❤ #lookafterthepeoplewholookafterpeople
2007,Shaikyla,odetoblack,FALSE,189,"prof pic “Mirror's Promise,” 1989, Brenda Joysmith"
2395,learning,2021_learning,FALSE,188,"Learner of Medicine. Oranges are life 🍊
✨Miles to go before I sleep ✨"
227,Shevek Fodor || (they/them),SoundsLikeShev,FALSE,188,Creater of whimsically surreal stories and sounds ||they/them||
144,hollie smith🤍,__holliesmith,FALSE,188,22🦩🛼 insta - @__holliesmith
1037,uomo d’onore,anarchysfineest,FALSE,187,"unfortunately, i’m still here"
3253,Ahmed Ibrahim,ahmedashed1,FALSE,187,26 FY1 A West Yorkshire Boi
137,Anique,Anique7869,FALSE,187,"🇬🇧🇵🇰23
Pathology 🥼🦠🧪🩸"
3587,Jan Henry,JaneyHenry66,FALSE,186,"Kent-based lover of crime novels, cooking, travelling, gin, fine wines and yes, my hair is naturally curly."
39,Evan 🦃,AnActualTurkey,FALSE,186,"|25| MCL, BA | 🇮🇪 | 🔴⚪⚫ twitch affiliate

https://t.co/4V3H1sc062"
3523,Paula Strelczak,PStrelczak,FALSE,186,
829,dylan,dylannfm,FALSE,186,genderqueer - they/them 💫 i like 2 write about music
3279,David Holland,DchollandDavid,FALSE,185,Brighton resident - old style socialist - retired from working with older and disabled people
3540,Joanna.H,JoannaHawes,FALSE,183,"Great Ormond Street Hospital 🏥Proud Senior Anaesthetic ODP, Simulation Faculty for MEPA, Theatre Coordinator."
1670,Jick Stewart,altjick,FALSE,183,This shadow hanging over me is no trick of the light. he/him
265,biblically accurate strawberry,thatbitchqte,FALSE,183,"queer, disabled and hot as fuck (they/she)"
2372,Jamal 🦄,_jamal_e,FALSE,183,
3260,Pinderschloss 🤶🏾,brrranula,FALSE,183,in the yesterdays of tomorrow • she/her
268,Ind,indiasworldd,FALSE,182,she/her 22
2496,Nathan Titterton,ntitterton,FALSE,182,"Final Year Medical Student @QMULBartsTheLon | @BMAstudents MRLG Chair, MSC Exec & Deputy Representative | Interested in Anaesthesia & ICU | Views my own"
2940,Barry Jones 💙,Bazz_J,FALSE,182,"R.H.A.D. - or Dispensing Audiologist Enjoy reading, music, Soduku - good, fresh, honest food, Red wine and history"
481,Tim Armstrong,turnipvindaloo,FALSE,181,"Lover of fine curry, enthusiastic amateur photographer. Also enjoy watching Leicester Tigers - win or lose :)"
1416,keir starmer get out of my pub🌹,nicoleswavy,FALSE,181,billionaires lives matter
2662,Tim Armstrong,turnipvindaloo,FALSE,181,"Lover of fine curry, enthusiastic amateur photographer. Also enjoy watching Leicester Tigers - win or lose :)"
99,r,datnerdrimbert,FALSE,181,welcome 2 the simulation.
284,Maddy Welch,maddymwelch,FALSE,181,
75,radical thompson,shutup_anya,FALSE,181,
2413,Nasra Elliott,NasraMarie,FALSE,180,"Many Dimensions,Ex Material girl,More Life,New Adventures,Journeys,
independent scholar,free thinker,local girl,global mindset❤💯My own views/thoughts"
91,J Andres 🎧,JAndresDJ97,FALSE,180,FSG OUT!!!!!
1360,virgo’s grooviest,riddhikuthiala,FALSE,180,zulmi gin & tonic
500,niamh⁷,niamh_in_,FALSE,179,she/her
1930,The Maradona Della Seggiola,al_gore_fan817,FALSE,179,"penny lane is in my ears and in my eyes, do I need to go to hospital or can I just rinse it out?"
3352,Amir Ghanbari,ghanbariamir,FALSE,179,"Consultant Colorectal & General Surgeon, Homerton University Hospital, London."
1763,The Maradona Della Seggiola,al_gore_fan817,FALSE,179,"penny lane is in my ears and in my eyes, do I need to go to hospital or can I just rinse it out?"
1774,k e s,kes29152882,FALSE,179,retired nurse  #save our N.H.S. always time to sew  cake maker dog lover.
1135,Feesus,_caFeene,FALSE,179,"I'm kinda like a prettier jesus xx


she/her"
2279,𝕸𝖊𝖗𝖗𝖎𝖈𝖐 🐺❄️,Merrick_55,FALSE,178,🐘
1567,Nameste,sltysail,FALSE,178,
1134,Anna 😇,annaisnotfab,FALSE,178,
2674,Dr MUZAMIL S KOKA,drmkoka,FALSE,178,"Author & Researcher Heart Failure & HCM. MRCEM, UK"
2816,Jacqueline Duncan,jacqued73,FALSE,178,
2648,Debbie Kennedy,Kennedy22Debbie,FALSE,177,"So many people still do not have the COVID VACCINE. Unregulated capitalism, war, inequality, transphobia, neglecting planet ALL SUCK. MSc Genomic Medicine. NHS"
185,annabel 🌹,annnnabel_,FALSE,177,
1988,Orion Chuzzlewitt,OrionChuzz,FALSE,177,Connoisseur of straight-to-VHS Disney sequels.
1005,Leigh Kirkham,LeighKirkham,FALSE,177,
612,grumpyoldbitch,grumpyoldbitch1,FALSE,177,Still waiting for those 'Green Shoots of Recovery'
3286,glrcoach,glrcoach,FALSE,176,
2623,Kelsey Roberts,KelseySeicoleg,FALSE,176,NHS Assistant Psychologist for Acute Hospitals Dementia Wellbeing 🦋🧠 Cymraes 🏴󠁧󠁢󠁷󠁬󠁳󠁿 (she/her/hi)
990,Skidlad,skengmanjohn,FALSE,176,
13,m,a_total_joke,FALSE,176,25 - she/her. Socialist. Latina. Book-lover. Can be found yelling into the void or emotionally oversharing. 🖤🤍🖤 🇵🇪
2057,Pfizer,pfizerjx,FALSE,176,
2130,vee 🇯🇲,veeyeeyee,FALSE,176,it's still #FreePalestine • they/she • 22 • student •
1813,m murty,mmurty6,FALSE,175,
1713,Jon.,enolajon,FALSE,175,"Oh it’s good to be a Roman Catholic. This is my truth, tell me yours. Manchester United Football Club. 🇾🇪🇻🇦"
969,Max,Maxwell_George7,FALSE,175,🟩
2171,Sr. Encéfalo,SenteiTHC,FALSE,175,"Mercenario a tiempo parcial en una tienda de segunda mano, pintamonas vocacional. Misántropo a ratos."
288,7,7celtic1,FALSE,175,
3128,Malcolm Gilray,GilrayMalcolm,FALSE,174,
327,எழிலி | Elilee,arulkum4r,FALSE,174,"gooner who likes gigs, gardening, and gsocialism | eelam, london, manchester | BAME officer @labourstudents | she/her"
3525,Naglaa Kobeisy,noga_2011,FALSE,173,"MBBCh, MSC, MRCPCH pediatrician"
78,♋️ LORNA LOUISE TWEEDIE 🦀,lornaltweedie_,FALSE,173,NO DMs YOU WILL BE BLOCKED UNLESS I KNOW YOU
1398,Chris Derry,DerryChris4,FALSE,173,New account. Called someone a c**t 😭
2948,Ben Cicognani,BCicognani,FALSE,172,
918,sophjones & the six,sophjons,FALSE,172,a mirrorball
1605,Sue's Journal,18__fia,FALSE,172,"she/her

A lot can happen in a week. 

♐"
2569,Vikesh Gudka,PharmaVik,FALSE,172,Your friendly neighbourhood clinical pharmacist. Interested in infectious diseases and antimicrobials. Working @UHSussex for @NHSEngland
825,Vanessa Er,ErVanessa7,FALSE,171,Public health researcher at LSHTM. DIY enthusiast
1090,Alize,alize_akturk,FALSE,171,{a-lee-zay} @filmhubnorth Creative Producer Lab '22 & @bfifilmacademy alumni
3159,Paul Goddard (He/Him),pgoddard10,FALSE,171,"Personal interests are mountaineering & outdoors. Research covers accessible art and museums. Teaching software engineering in Higher Ed.
Tweets are personal."
1772,زكي,zakki_ali7,FALSE,170,🇬🇧🇵🇰
815,✨𝖈𝖔𝖓𝖋𝖊𝖙𝖙𝖎✨,__Seke,FALSE,170,
3166,Linda Branch,LindleB,FALSE,170,"Mum, Nan and wife. Loves kids, books, justice, kindness and more books. Dislikes liars, cruelty, inequality. Labour Party Member and Christian."
2523,Cloudy☁️,Cloudylnside,FALSE,170,20 ⚧️(L)GB(T)🏳️‍⚧️ She/They autistic hot mess. Cimientos de mantequilla para egos de titanio. English Teacher and IT technician. Audiófila🎧. Guayando😎👊
1352,Kirstie L💙🇺🇦,cre8iveGeek,FALSE,170,"Crafter, Writer, Ravenclaw, Stark, Reader, Dreamer, Spoonie, Crohns Warrior

I tweet about things that interest me-this is my personal account and nothing else."
3193,Jack,JackBadman,FALSE,169,"Sim racer, car lover, general life enthusiast"
1150,darcy miller 🌹 bIm ✊🏿 free hk,darcymmiller,FALSE,169,"Writer, student & photographer | published in @hkfp, @shingetsunews, @newbloommag and Balance the Ballot | @soas @soaspolitics politics & ir '24"
1796,Mosa !!!,mosatweetz,FALSE,169,
1804,Jack Campbell,jackcampjack,FALSE,169,organiser for food delivery workers across Denmark with 3F. Tweets in my personal capacity
498,iona 🚩,ionarmclean,FALSE,169,no 1 bald man connoisseur and sophia coppola fangirl
2299,Doland Revived,DolandRevived,FALSE,168,award winning plagiariser.
956,Jerusalem ArtiChoke 🎹& LH 👑,JerusalemArtist,FALSE,167,Tech/Media/Biz #TeamLH 🐐 44 ist die zahl 52°30′33″N 1°53′5″W #AVFC ▀▄▀▄▀▄ 𝕾𝖙𝖎𝖑𝖑 𝖂𝖊 𝕽𝖎𝖘𝖊 ▄▀▄▀▄▀ #ThankYouTed #ThankYouJHerbert
3395,Tracy Scott,TracySc19372283,FALSE,167,
582,kathie van Uden,dutchoma2,FALSE,166,
255,Jodie☁️,jodiethorley15,FALSE,166,
3226,Joe McGeary,joemcgeary1,FALSE,166,Anaesthesia/ICU NCHD
3416,Richard Savage,RichardKSavage,FALSE,165,He/Him
1196,Teletext's Mr AI,TTMRT4,FALSE,165,"Can I just shock you? I love robots stealing our jobs.
he/him"
272,ol' Jimbo,Av_or_James,FALSE,165,My life's dope and I do dope shit.
1737,Michael Comley,michaelcomley1,FALSE,165,
984,Rahee 🐻,ra997xx,FALSE,165,🇬🇧≈🇧🇩 | 25 | 🌹c.’16 | 🥥 |🧸🖇️🍯
2240,jord,__jord___,FALSE,164,☭ :: i make music and sometimes i make films https://t.co/cbI3crzhZK
3287,The Swinish Multitude,DachundCuddler,FALSE,164,"Socialist, real ale, wine, motorcycles. Partner & Dad. Hate Tories but absolutely despise #Centrist & #FBPE हिंदी सीखने की कोशिश कर रहा हूं।"
1928,Whitelikeheaven,whitelikeheaven,FALSE,164,"Logistics & Libertarian Marxism, Martial Arts & Music Criticism, Economic Heresy & Disjointed Narratives"
1542,baby girl💙,mshoroyee,FALSE,163,EVERY SINGLE BLACK LIFE MATTERS! she/her.
1508,💀,GZALNDKAY,FALSE,163,
483,Nikita🌻,nikitaxpatelx,FALSE,163,22👑 l;fe takes guts💜 insta: nikitaxpatelx
2788,🆖,Nic_gaskell,FALSE,162,"I did a degree and am doing another one, 
...
PhD loading ⏳"
110,🐰 パリピ Piglet,cinabuu,FALSE,162,♿ Nerd. 言語ファン。Toe bean enthusiast.   'You know both sides of the law: the wiener side and the cool side.'
2588,Andy Kershaw 💙,redironman1964,FALSE,162,"Family, Cycling, Cricket, Technology, Music, Food...not necessarily in that order all the time..."
2877,Shen Yates,justablipsorry,FALSE,161,"Old and stressed 😟
 Proud European.  Despise this Conservative government."
1248,anna✨️,tzannatzik,FALSE,161,"student nurse, communist, bestie.

she/her."
2022,anna✨️,tzannatzik,FALSE,161,"student nurse, communist, bestie.

she/her."
2304,anna✨️,tzannatzik,FALSE,161,"student nurse, communist, bestie.

she/her."
2404,Joe Cloney,JoeCloneyy,FALSE,161,My debut EP ‘Know Me Like That’ is OUT NOW!! 🤯😍 he/him 🏳️‍🌈
2018,nooooo don't,3saH,FALSE,161,"Mentally old, cranky lady. Frequently NSFW 🔞. She/Her."
1941,Joe Cloney,JoeCloneyy,FALSE,161,My debut EP ‘Know Me Like That’ is OUT NOW!! 🤯😍 he/him 🏳️‍🌈
627,Shen Yates,justablipsorry,FALSE,161,"Old and stressed 😟
 Proud European.  Despise this Conservative government."
3156,Paul Beadle,PaulBeadle17,FALSE,160,Labour Councillor at @HarboroughDC and Chair of South Leicestershire CLP
1756,Luke Fox,LukeFox,FALSE,160,RTs mainly might occasionally chime in if I have something interesting to say but probably not.
1410,Emz,Emz78477703,FALSE,159,Hippie magic making wander🦄💖 Hugger of trees 🌳 Rainbow lover 🌈
804,jess🥂,jesslh0lmes,FALSE,159,let’s get the show on the road
844,Hell In A Handcart,HellInHandcart,FALSE,159,"Love Europeans - but hate the EU.  Loathe self service check outs! Despise lefty BBC News, woke Sky News, Audi drivers & pavement cyclists."
350,J 🦇,Moomintweets,FALSE,158,"29🏳️‍🌈
I m only here for shitposting
Please dm me your gossips"
1060,Jack,starmanfish,FALSE,158,he/him
1802,Bel,annabel_denly,FALSE,158,23//Essex
71,Savta,GUSCLIFF0RD,FALSE,158,young money millionaire
2071,scarlett,scarlettahart,FALSE,158,20
569,Kas,fakesheikh95,FALSE,158,
1626,Mark Williams,MorkWalliams,FALSE,158,"pedal faster 🚲

software engineer 💻"
2899,L to the G 💙,magicbeanz1986,FALSE,158,"Writer, digital guru, traveler, animal lover, 
yogi and foodie. I get around on 2 wheels. Opinions are my own. 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺🌍💙✍️"
361,Paul Gibson 💙,PaulGib06564405,FALSE,157,"Fed up with looney lefties, people who profess to speak on my behalf and those who believe that Britain owes a living to all others in the world."
3575,Adam Young,YoungYoungAdam,FALSE,157,Physician in the making| ST5 AIM-IM| NHS 💙| Anatomy BSc(Hons)| Stroke & Neurovascular stuff 🧠| MedEd 📖| Geordie
317,Martino,Martino18_,FALSE,157,
2830,Paul Gibson 💙,PaulGib06564405,FALSE,157,"Fed up with looney lefties, people who profess to speak on my behalf and those who believe that Britain owes a living to all others in the world."
938,Buakowicz,mfenrych,FALSE,156,"Like Buakaw only much, much cheaper."
1738,Angelo La Valle 🇺🇦 🗿💙,AngeloLaValle6,FALSE,156,"Italian doctor working in UK, classic cars lover. Paediatric Surgery fellow at QMC Nottingham, with interest in Major Trauma. opinions my own"
2885,Virginia Ramos-Martín,VRamosMartin,FALSE,156,"Paediatrician and Infectious Diseases Dr.
Pediatra, infectóloga e investigadora clínica #AMS #AMR #vaccines"
3033,Elliott Manwaring,elliottmanwari5,FALSE,156,"Final Year Medical Student @ Peterhouse, Cambridge 🏥 | Cymro🏴󠁧󠁢󠁷󠁬󠁳󠁿 | Interested in Surgery and Radiology"
1324,Castleoatcake,castleoatcake,FALSE,155,
2011,Joe,joblejabel,FALSE,155,Organising for @TheWritersGuild 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🏴󠁧󠁢󠁷󠁬󠁳󠁿 & all over - own views 🙃
1645,John Hoskins,TheHosk89,FALSE,155,"Some interests include BSB, MotoGP, History, MMA, Warhammer 40K and CAFC."
904,Dr Adam G-L,AdamGL,FALSE,155,Psychiatry registrar | #fullpayrestoration | Sunderland AFC fan | All views my own
421,Katie,Katie_B2012,FALSE,155,"History Teacher 👩🏼‍🎓 History Graduate of Queen Mary, University of London."
1396,southy,georgetweetsnow,FALSE,155,chicken dipper mango chutney come on now lets get funky
1859,꧖,TheEndNoMoral,FALSE,155,6.46168E+39
2486,"Loki~, Jester's Privilege Arc",LLaufeysdottir,FALSE,155,"Sapphic Bi Enby, 25, it/its 🏳️‍⚧️, sadly English. Sometimes horny on main.

I'm just a lil' sheepie.
NSFW Alt: @L0KI_SEGFAULT
🔞 MINORS DNI 🔞"
602,Beth,BethanyWard3,FALSE,154,"Trust me, I’m a doctor"
699,Anti-Growth Coalition,KSonOfABagel,FALSE,154,All views are representative of and are said on behalf of the AGC.
2145,WNC newest recruit,thehillshaveize,FALSE,153,"Lets try things a little differently here...SIKE, I lied!"
1029,Fungal Growth,God_Probably,FALSE,153,Yes
1241,Seán Óg Mac Cionnaith,Thragka,FALSE,153,Irish mathematical physicist. Ph.D. in Mathematics. Part-time GTA. London. Lazy socialist / bougie arse layabout. (he/him)
1667,WNC newest recruit,thehillshaveize,FALSE,153,"Lets try things a little differently here...SIKE, I lied!"
2306,WNC newest recruit,thehillshaveize,FALSE,153,"Lets try things a little differently here...SIKE, I lied!"
2642,Jill Farrance,jillybwrafter,FALSE,153,"Cider environmentalist (with due credit George Monbiot), immigrant daughter, music is the doctor"
3538,Jonathan Good 💙✊🏼🏴󠁧󠁢󠁷󠁬󠁳󠁿,jonathanjgood,FALSE,152,
747,violet❤️‍🔥,violuv333,FALSE,152,
2713,The Solitary Tweeter,draneessyed,FALSE,152,"Human, Father, Son, Husband,Psychiatrist.Fights against injustice,inequality and racism.Mostly angry these days.RTs and likes are my own views."
1188,Schmill,FatternTanned,FALSE,152,live sicker die quicker x
656,Ikran,x_ikran,FALSE,151,
1943,scouser51,scouser511,FALSE,151,
2680,C,sparklykendall,FALSE,151,"Enigma
All my views are my own. Or are they......?"
1068,Abi,abilou98_,FALSE,151,social media is an amusement park for clinical narcissists
3413,Alice in Wonderland,Alicewants2know,FALSE,151,Where’s the evidence? What is the benefit? Why should we do this?
1199,Ikran,x_ikran,FALSE,151,
3511,Scott Maskell,MrScottMaskell,FALSE,150,"Adult and Paediatric Otolaryngologist | Interest Otology, Balance and General Paediatrics | Educational Supervisor | Mostly Retweets (not necessarily endorse)"
3261,Sophixin,Soph9507,FALSE,150,Errecuatrodeteio // Ortho PGY-4
1849,🏳️‍⚧️Hambone King🏳️‍⚧️,Plaguebois1,FALSE,150,"Milo, 26 , he/him. Desi Punk faggot. Feeling doggy brained"
3153,Denis Neagle 💙,denislfc1892,FALSE,150,Liverpool FC and other things......but not many.....
352,Heather Elizabeth,HettieLizzy,FALSE,150,not your average potato x
1315,Beth,BethHamiltonn,FALSE,150,
2074,Kevin Smith,TrueKevinSmith,FALSE,150,Let the galaxy burn ☺
1743,RY,SPiCEDSPiCED,FALSE,149,stay awhile with me
1421,Ellen,e_petersxx,FALSE,149,
865,Hezekiah,hezekiah_aw,FALSE,149,24 #JO
905,RY,SPiCEDSPiCED,FALSE,149,stay awhile with me
3397,David Pybus,Peacelinks,FALSE,148,"Honoured to help edit Peacelinks, newsletter for members & supporters of the Fellowship of Reconciliation (England & Scotland). Original tweets are my own views"
1249,Brigit,heikeha,FALSE,148,"Photographer, anthropologist, translator, people wrangler. Overeducated ditz. Fandom Old (坂本担) :: she/they :: ENG, 日本語, 한국어, 中文, Gaeilge, Norsk OK"
21,⚠⛽keeemy⚠⛽,keee7my,FALSE,147,Instgram: keee7my
817,Karl Scott 👑🇬🇧 🇺🇦 #StandUp4Brexit,ScottieKarl,FALSE,146,"HM Armed Forces, 39yrs & counting. Monarchist. Arch-Brexiteer. Belief in tolerance to all, must be reciprocated.
Keen motorcyclist. Download Festival forever."
2233,Alyssia,stayyiikes,FALSE,146,"'Don't let him know she liked them best, for this must ever be A secret, kept from all the rest, between yourself and me.'"
